incident_id,date,location,category,sub_category,target_community,description,article_url,year,orig_sheet_name,orig_row_num
109,2018-06-18,"Edson, AB",C,vandalism/hate crime,anti-muslim,Canadian mosque targeted in 'brazen' arson attack: 'How do we explain this to our children?',https://www.independent.co.uk/news/world/americas/canadian-mosque-arson-attack-alberta-muslim-community-islamic-society-of-edson-a8403941.html,2018.0,2018 collection,111
110,2018-07-01,Kamloops,C,vandalism/hate crime,anti-indigenous,Education is the only answer to ignorance': Band chief responds to racist comments found on vandalized sign near Kamloops,https://www.kamloopsmatters.com/local-news/education-is-the-only-answer-to-ignorance-band-chief-responds-to-racist-comments-found-on-vandalized-sign-near-kamloops-973042,2018.0,2018 collection,112
111,2018-07-03,Montreal,NC,race relations,anti-racism,Protesters gather in front of the theatre where the Jazz Festival show featuring slave music is on. Mose pulls performance due to band performing slave songs.,https://www.cbc.ca/news/canada/montreal/moses-sumney-cancels-performance-1.4731552,2018.0,2018 collection,113
112,2018-07-01,Montreal,C,vandalism,anti-immigration,"Nationalist group La Meute held a protest outside Place du Canada - more specifically, the Citizenship and Immigration offices. 2 Arrested - due to vandalism of La Meute bus.",https://montreal.ctvnews.ca/la-meute-and-opponents-face-off-in-canada-day-clash-police-arrest-two-1.3996654,2018.0,2018 collection,114
113,2018-06-30,Vancouver,NC,race relations,anti-discrimination,"A Vancouver restaurant manager has been fired for refusing to serve a customer who was wearing a ""Make America Great Again"" hat for inciting hate.",https://www.ctvnews.ca/canada/vancouver-restaurant-manager-fired-for-refusing-to-serve-man-in-maga-hat-1.3995778,2018.0,2018 collection,115
114,2018-06-26,Red Deer,NC,race relations,anti-indigenous,Indigenous man kicked out of McDonald's after racist confrontation says he feels lucky to be alive,https://www.cbc.ca/news/canada/calgary/mcdonalds-racist-incident-1.4723378,2018.0,2018 collection,116
115,2018-06-26,Vancouver,NC,race relations,anti-asian,Woman in racially-charged argument on Vancouver bus says video doesn’t tell whole story,https://globalnews.ca/news/4299168/racially-charged-vancouver-bus-video/,2018.0,2018 collection,117
116,2018-07-08,Toronto,Police investigation,race relations,anti-immigration,Kim's Convenience actor Andrew Phung accuses Toronto police officer of racist comment,https://www.cbc.ca/news/canada/toronto/comedian-actor-andrew-phung-toronto-police-racist-comment-1.4738483,2018.0,2018 collection,118
117,2018-07-04,"Abbotsford, BC",NC,race relations,anti-sikh,Man fired for racist post mocking Sikh senior who died after Canada Day parade,https://www.cbc.ca/news/canada/british-columbia/racist-facebook-post-1.4732926,2018.0,2018 collection,119
118,2018-07-04,Montreal,NC,race relations,anti-black,"Montreal jazz festival cancels, apologizes for Robert Lepage SLĀV show after protests; SLAV appropriates and profits off of slave songs",https://www.theglobeandmail.com/arts/theatre-and-performance/article-montreal-jazz-festival-cancels-apologizes-for-robert-lepage-and-betty/,2018.0,2018 collection,120
119,2018-07-14,Sudbury,NC,race relations,anti-immigration,Sudbury man leads anti-immigration rally,http://www.thesudburystar.com/2018/07/15/sudbury-man-leads-anti-immigration-rally,2018.0,2018 collection,121
120,2018-07-14,Surrey,NC,race relations,anti-black,Surrey mom believes racism behind accusation of sneaking into shared swimming pool,https://vancouversun.com/news/local-news/surrey-mom-claims-racism-behind-accusation-of-sneaking-into-shared-swimming-pool,2018.0,2018 collection,122
121,2018-07-15,Mississauga,C,hate crime,anti-muslim,Hate is alive here': Wife of beaten Mississauga man speaks out after attack,http://www.cbc.ca/news/canada/toronto/hate-is-alive-here-wife-of-beaten-mississauga-man-speaks-out-after-attack-1.4751217,2018.0,2018 collection,123
122,2018-07-19,London,C (however victim didn’t file a charge),hate crime,anti-immigration,London grocery store standoff being probed as possible hate crime,https://lfpress.com/news/local-news/london-grocery-store-standoff-being-probed-as-possible-hate-crime,2018.0,2018 collection,124
123,2018-07-18,Ontario,NC,race relations,anti-black,Community safety minister slammed for saying he wore bulletproof vest at Jane and Finch,https://www.cbc.ca/news/canada/toronto/michael-tibollo-slammed-for-remarks-1.4752033,2018.0,2018 collection,125
124,2018-07-17,Ottawa,NC,race relations,anti-black ; anti-immigration,Conservatives Yank Attack Ad That Showed Black Migrant Entering Canada,https://www.huffingtonpost.ca/2018/07/17/conservatives-yank-attack-ad-that-showed-black-migrant-entering-canada_a_23484161/,2018.0,2018 collection,126
125,2018-07-18,Calgary,C,hate speech,anti-muslim,"Racist ranter at Calgary grocery store sentenced to probation, anger management",https://www.cbc.ca/news/canada/calgary/peter-simpson-racist-rant-1.4751751,2018.0,2018 collection,127
126,2018-07-17,Medicine Hat,NC,race relations,anti-muslim,Disqualified UCP candidate stands behind calling Islam an 'evil cult',https://www.cbc.ca/news/canada/calgary/todd-beasley-medicine-hat-united-conservative-party-1.4748603,2018.0,2018 collection,128
127,2018-07-14,Charolettetown,NC,race relations,anti-immigration,Flyer attacks immigration from Immigration Watch Canada,https://www.theguardian.pe.ca/opinion/letter-to-the-editor/letter-flyer-attacks-immigration-226081/,2018.0,2018 collection,129
128,2018-07-13,Thunder Bay,C,hate crime,anti-indigenous,"Leaders call assault on First Nations man in Thunder Bay, Ont., a 'hate' crime",https://www.ctvnews.ca/canada/leaders-call-assault-on-first-nations-man-in-thunder-bay-ont-a-hate-crime-1.4012412,2018.0,2018 collection,130
129,2018-07-14,Ottawa,NC,race relations,anti-indigenous,Indigenous artists criticize Quebec director Robert Lepage over new show for not having any Indigenous actors for a show about Indigenous peoples.,https://www.cbc.ca/news/canada/montreal/indigenous-artists-robert-lepage-kanata-1.4747228,2018.0,2018 collection,131
130,2018-07-12,Ottawa,NC,race relations,anti-black,"Racism, 'assault,' homophobia engulfs Canada's Big Brother",https://torontosun.com/entertainment/television/big-brother-controversies-racism-assault-homophobia-engulfs-canadas-no-1-show,2018.0,2018 collection,132
131,2018-07-29,Hamilton,C,hate speech,"anti-indian, anti-immigration",Hamilton Man Investigated For Possible Hate Crime After Walmart Threats,https://www.huffingtonpost.ca/2018/07/29/hamilton-man-racism-possible-hate-crime_a_23491858/,2018.0,2018 collection,133
132,2018-07-29,Halifax,Lawsuit,race relations,anti-black,"Retired firefighter sues Halifax fire services, alleging racial discrimination",https://www.cbc.ca/news/canada/nova-scotia/retired-firefighter-sues-halifax-fire-services-alleges-racism-1.4766239,2018.0,2018 collection,134
133,2018-07-28,Toronto,C,hate speech,anti-muslim,Toronto man charged in ‘suspected hate-motivated’ confrontation with Muslim family,https://globalnews.ca/news/4356718/racially-charged-confrontation-muslim-family-toronto-ferry-terminal-arrest/,2018.0,2018 collection,135
134,2018-07-27,London,NC,race relations,not specified,"London District Catholic School Board apologizes for racist, explicit images in Twitter feed",https://www.cbc.ca/news/canada/london/london-district-catholic-school-board-apologizes-for-racist-explicit-images-in-twitter-feed-1.4764961,2018.0,2018 collection,136
135,2018-07-27,Montreal,NC,race relations,anti-racism,Montrealers demand public hearings on systemic racism,https://www.cbc.ca/news/canada/montreal/petition-demands-public-consultation-on-systematic-racism-1.4764773,2018.0,2018 collection,137
136,2018-07-25,Mississauga,NC,hate crime,anti-muslim,"Anti-Muslim hate crime suspect drops out of Mississauga mayoral race, now running in Ward 9",https://www.mississauga.com/news-story/8762319-anti-muslim-hate-crime-suspect-drops-out-of-mississauga-mayoral-race-now-running-in-ward-9/,2018.0,2018 collection,138
137,2018-07-24,"Enerby, BC",BC,race relations,anti-indigenous,Racist sign posted reading “stop paying lazy Indians”,https://www.castanet.net/news/Vernon/232184/Another-act-of-racism,2018.0,2018 collection,139
138,2018-07-20,"Peel, ON",NC,race relations,anti-black,Peel council slammed over response to councillor's 'racist' texts,https://www.cbc.ca/news/canada/toronto/peel-council-integrity-commissioner-report-1.4755591,2018.0,2018 collection,140
139,2018-08-16,Edmonton,Police investigation,vandalism,anti-semitic,Anti-Semitic graffiti discovered in Edmonton,"https://www.israelnationalnews.com/News/News.aspx/250078 
https://globalnews.ca/news/4373431/edmonton-swastika-graffiti-rally-rachel-notley/",2018.0,2018 collection,141
140,2018-07-31,"Flin Flon, MB",C,hate speech,anti-indigenous,Two women arrested for inciting hate speech against Indigenous Canadians on social media,"https://thinkpol.ca/2018/08/05/two-women-arrested-for-inciting-hate-speech-against-indigenous-canadians-on-social-media/ 

https://www.thestar.com/news/canada/2018/07/31/two-manitoba-women-charged-with-inciting-hatred-against-indigenous-people-on-facebook.html",2018.0,2018 collection,142
141,2018-07-28,Toronto,C,hate speech,anti-asian,Woman launches racist tirade at woman on the subway in Canada before ‘STEALING her phone’,http://www.dailymail.co.uk/news/article-6024161/Woman-launches-racist-tirade-woman-subway-Canada-STEALING-phone.htm,2018.0,2018 collection,143
142,2018-08-02,Vancouver,NC,race relations/vandalism,anti-asian,"‘Crazy Rich Asians’ Poster Vandalized With Racist Comments in Vancouver, ‘Nothing Will Shake Us’ Says Director",https://nextshark.com/crazy-rich-asians-poster-vandalized-racist-comments-vancouver-nothing-will-shake-us-says-director/ https://bc.ctvnews.ca/poster-for-crazy-rich-asians-movie-defaced-with-racist-graffiti-1.4043367,2018.0,2018 collection,144
143,2018-08-03,Edmonton,C,vandalism,anti-semitic,Frankly horrifying': Edmonton hate crimes unit investigates swath of graffiti swastikas,https://www.cbc.ca/news/canada/edmonton/lessard-edmonton-community-vandalized-1.4774035,2018.0,2018 collection,145
144,2018-08-04,Victoria,NC,race relations,anti-racism,Statue Of Canada's Racist First Prime Minister Was Removed And Replaced By A Plaque That Has Already Been Vandalized,"https://www.mtlblog.com/news/statue-of-canadas-racist-first-prime-minister-was-removed-and-replaced-by-a-plaque-that-has-already-been-vandalized 
https://nationalpost.com/news/politics/plaque-replacing-sir-john-a-macdonald-statue-defaced-victoria-keeping-monument",2018.0,2018 collection,146
145,2018-08-15,Ottawa,NC,race relations,anti-semitic,Liberal MP Iqra Khalid apologizes for giving award to alleged anti-Semite,https://www.cbc.ca/news/politics/iqra-khalid-anti-semitism-1.4787956,2018.0,2018 collection,147
146,2018-08-13,Calgary,Police investigation,race relations,anti-indigenous,Alberta doctor being investigated for alleged racist comments towards Indigenous people,https://www.thestar.com/news/canada/2018/08/13/alberta-doctor-being-investigated-for-alleged-racist-comments-towards-indigenous-people.html,2018.0,2018 collection,148
147,2018-08-13,Ottawa,NC,race relations,anti-immigration,Maxime Bernier criticizes Liberals for 'extreme multiculturalism',https://www.cbc.ca/news/politics/maxime-bernier-extreme-multiculturalism-1.4783325,2018.0,2018 collection,149
148,2018-08-13,Peterborough,Police investigation,hate speech,"anti-indian, anti-immigration",Racial slurs shouted during brawl at Peterborough park,https://globalnews.ca/news/4384597/racial-slurs-shouted-during-brawl-at-peterborough-park/,2018.0,2018 collection,150
149,2018-08-13,Toronto,C,harassment,anti-semitic,Jewish Defence League of Canada Leader receiving threats after opposing white nationalist rally,http://www.cjnews.com/news/canada/jdl-canada-leader-threatened-after-opposing-white-nationalist-rally,2018.0,2018 collection,151
150,2018-08-12,Halifax,NC,vandalism,anti-black,Racist graffiti sprayed on Halifax elementary school,https://www.cbc.ca/news/canada/nova-scotia/racist-graffiti-sprayed-on-halifax-elementary-school-1.4782597,2018.0,2018 collection,152
151,2018-08-12,Hamilton,NC,race relations,anti-indigenous,Brock University strips former prof's emeritus status after 'abhorrent' posts,https://www.cbc.ca/news/canada/hamilton/brock-university-strips-former-prof-s-emeritus-status-after-abhorrent-posts-1.4794293,2018.0,2018 collection,153
152,2018-08-11,"Cardston, AB",HR investigation,race relations,anti-indigenous,Alberta A&W criticized after stopping customer from buying meal for Indigenous senior,https://www.cbc.ca/news/canada/calgary/a-w-cardston-racism-1.4782352,2018.0,2018 collection,154
153,2018-08-09,Ottawa,NC,race relations,anti-muslim,Conservative senator apologizes for tweet citing Liberal MP's Saudi background,https://www.cbc.ca/news/politics/conservative-senator-apologizes-liberal-mp-tweet-1.4779161,2018.0,2018 collection,155
154,2018-08-08,"Chilliwack, BC",NC,race relations,anti-semitic,"Former ‘right-wing extremist’ paints over racist graffiti in Chilliwack, garners worldwide attention",https://globalnews.ca/news/4377793/former-right-wing-extremist-racist-graffiti-chilliwack-viral-tweet/,2018.0,2018 collection,156
155,2018-08-08,Toronto,NC,race relations,anti-racism,"Jewish organizations, police, anti-hate groups and others are girding for a rally this Saturday (Aug. 11) in Toronto by members of several far-right, nationalist and anti-Muslim groups. The Calgary-based Worldwide Coalition Against Islam (WCAI) 
Rally was eventually cancelled.","http://www.cjnews.com/news/canada/nationalist-rally-planned-in-toronto-on-the-anniversary-of-the-charlottesville-attack 
https://www.thestar.com/news/gta/2018/08/09/anti-islam-group-postpones-rally-at-nathan-phillips-square.html",2018.0,2018 collection,157
156,2018-08-06,Nanaimo,NC,race relations,white supremacy ; anti-immigration,"Canadian anti-immigrant group exploits local divisions to gain legitimacy, says expert",https://www.thestar.com/vancouver/2018/08/06/canadian-anti-immigrant-group-exploits-local-divisions-to-gain-legitimacy-says-expert.html,2018.0,2018 collection,158
157,2018-08-05,Peterborough,C,"vandalism, hate crime",anti-black,"Peterborough Race Relations, Queer Collective offices trashed",https://www.niagarafallsreview.ca/news-story/8804669-updated-peterborough-race-relations-queer-collective-offices-trashed/,2018.0,2018 collection,159
158,2018-08-20,"Sabrevois, QC",NC,race relations,anti-immigration,Trudeau calls out heckler: 'Your racism has no place here',https://globalnews.ca/news/4397026/trudeau-calls-out-woman-racism/,2018.0,2018 collection,160
