type,name,population_centre_size_group,population_centre_type,province,prov_code,location_label,geocode_query,population_2016
Population centre,Lillooet,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,BC,"Lillooet, BC","Lillooet, BC, Canada",1560
Population centre,Lions Bay,"Small population centre (1,000 to 29,999)",Fringe,British Columbia,BC,"Lions Bay, BC","Lions Bay, BC, Canada",1334
Population centre,Logan Lake,"Small population centre (1,000 to 29,999)",Fringe,British Columbia,BC,"Logan Lake, BC","Logan Lake, BC, Canada",1208
Population centre,Lumby,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,BC,"Lumby, BC","Lumby, BC, Canada",1303
Population centre,Mackenzie,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,BC,"Mackenzie, BC","Mackenzie, BC, Canada",3262
Population centre,Merritt,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,BC,"Merritt, BC","Merritt, BC, Canada",5321
Population centre,Miller's Landing,"Small population centre (1,000 to 29,999)",Fringe,British Columbia,BC,"Miller's Landing, BC","Miller's Landing, BC, Canada",1097
Population centre,Mission,"Medium population centre (30,000 to 99,999)",Fringe,British Columbia,BC,"Mission, BC","Mission, BC, Canada",33261
Population centre,Nakusp,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,BC,"Nakusp, BC","Nakusp, BC, Canada",1130
Population centre,Nanaimo,"Medium population centre (30,000 to 99,999)",Core,British Columbia,BC,"Nanaimo, BC","Nanaimo, BC, Canada",92004
Population centre,Naramata,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,BC,"Naramata, BC","Naramata, BC, Canada",1003
Population centre,Nelson,"Small population centre (1,000 to 29,999)",Core,British Columbia,BC,"Nelson, BC","Nelson, BC, Canada",10664
Population centre,Okanagan Falls,"Small population centre (1,000 to 29,999)",Fringe,British Columbia,BC,"Okanagan Falls, BC","Okanagan Falls, BC, Canada",2167
Population centre,Oliver,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,BC,"Oliver, BC","Oliver, BC, Canada",5279
Population centre,One Hundred Mile House,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,BC,"One Hundred Mile House, BC","One Hundred Mile House, BC, Canada",1811
Population centre,Osoyoos,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,BC,"Osoyoos, BC","Osoyoos, BC, Canada",4520
Population centre,Parksville,"Small population centre (1,000 to 29,999)",Core,British Columbia,BC,"Parksville, BC","Parksville, BC, Canada",23574
Population centre,Peachland,"Small population centre (1,000 to 29,999)",Fringe,British Columbia,BC,"Peachland, BC","Peachland, BC, Canada",4698
Population centre,Pemberton,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,BC,"Pemberton, BC","Pemberton, BC, Canada",1957
Population centre,Penticton,"Medium population centre (30,000 to 99,999)",Core,British Columbia,BC,"Penticton, BC","Penticton, BC, Canada",33617
Population centre,Port Alberni,"Small population centre (1,000 to 29,999)",Core,British Columbia,BC,"Port Alberni, BC","Port Alberni, BC, Canada",20712
Population centre,Port Hardy,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,BC,"Port Hardy, BC","Port Hardy, BC, Canada",3643
Population centre,Port McNeill,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,BC,"Port McNeill, BC","Port McNeill, BC, Canada",2064
Population centre,Powell River,"Small population centre (1,000 to 29,999)",Core,British Columbia,BC,"Powell River, BC","Powell River, BC, Canada",12384
Population centre,Prince George,"Medium population centre (30,000 to 99,999)",Core,British Columbia,BC,"Prince George, BC","Prince George, BC, Canada",65510
Population centre,Prince Rupert,"Small population centre (1,000 to 29,999)",Core,British Columbia,BC,"Prince Rupert, BC","Prince Rupert, BC, Canada",11733
Population centre,Princeton,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,BC,"Princeton, BC","Princeton, BC, Canada",2745
Population centre,Puntledge,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,BC,"Puntledge, BC","Puntledge, BC, Canada",1387
Population centre,Quesnel,"Small population centre (1,000 to 29,999)",Core,British Columbia,BC,"Quesnel, BC","Quesnel, BC, Canada",12064
Population centre,Rayleigh,"Small population centre (1,000 to 29,999)",Fringe,British Columbia,BC,"Rayleigh, BC","Rayleigh, BC, Canada",1951
Population centre,Revelstoke,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,BC,"Revelstoke, BC","Revelstoke, BC, Canada",6719
Population centre,Roberts Creek,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,BC,"Roberts Creek, BC","Roberts Creek, BC, Canada",1848
Population centre,Rosedale,"Small population centre (1,000 to 29,999)",Fringe,British Columbia,BC,"Rosedale, BC","Rosedale, BC, Canada",1741
Population centre,Rossland,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,BC,"Rossland, BC","Rossland, BC, Canada",3219
Population centre,Salmo,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,BC,"Salmo, BC","Salmo, BC, Canada",1141
Population centre,Salmon Arm,"Small population centre (1,000 to 29,999)",Core,British Columbia,BC,"Salmon Arm, BC","Salmon Arm, BC, Canada",12875
Population centre,Sechelt,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,BC,"Sechelt, BC","Sechelt, BC, Canada",8832
Population centre,Shawnigan - Mill Bay,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,BC,"Shawnigan - Mill Bay, BC","Shawnigan - Mill Bay, BC, Canada",7021
Population centre,Sicamous,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,BC,"Sicamous, BC","Sicamous, BC, Canada",1786
Population centre,Smithers,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,BC,"Smithers, BC","Smithers, BC, Canada",5351
Population centre,Sooke,"Small population centre (1,000 to 29,999)",Fringe,British Columbia,BC,"Sooke, BC","Sooke, BC, Canada",9269
Population centre,Sparwood,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,BC,"Sparwood, BC","Sparwood, BC, Canada",3490
Population centre,Squamish,"Small population centre (1,000 to 29,999)",Core,British Columbia,BC,"Squamish, BC","Squamish, BC, Canada",17587
Population centre,Summerland,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,BC,"Summerland, BC","Summerland, BC, Canada",8742
Population centre,Telkwa,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,BC,"Telkwa, BC","Telkwa, BC, Canada",1160
Population centre,Terrace,"Small population centre (1,000 to 29,999)",Core,British Columbia,BC,"Terrace, BC","Terrace, BC, Canada",13663
Population centre,Trail - Fruitvale,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,BC,"Trail - Fruitvale, BC","Trail - Fruitvale, BC, Canada",12643
Population centre,Tsawwassen,"Small population centre (1,000 to 29,999)",Fringe,British Columbia,BC,"Tsawwassen, BC","Tsawwassen, BC, Canada",21588
Population centre,Tumbler Ridge,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,BC,"Tumbler Ridge, BC","Tumbler Ridge, BC, Canada",1982
Population centre,Ucluelet,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,BC,"Ucluelet, BC","Ucluelet, BC, Canada",1576
Population centre,Vancouver,"Large urban population centre (100,000 or more)",Core,British Columbia,BC,"Vancouver, BC","Vancouver, BC, Canada",2264823
Population centre,Vanderhoof,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,BC,"Vanderhoof, BC","Vanderhoof, BC, Canada",1979
Population centre,Vernon,"Medium population centre (30,000 to 99,999)",Core,British Columbia,BC,"Vernon, BC","Vernon, BC, Canada",48073
Population centre,Victoria,"Large urban population centre (100,000 or more)",Core,British Columbia,BC,"Victoria, BC","Victoria, BC, Canada",335696
Population centre,Welcome Beach,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,BC,"Welcome Beach, BC","Welcome Beach, BC, Canada",1125
Population centre,Whistler,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,British Columbia,BC,"Whistler, BC","Whistler, BC, Canada",8713
Population centre,White Rock,"Medium population centre (30,000 to 99,999)",Secondary core,British Columbia,BC,"White Rock, BC","White Rock, BC, Canada",93729
Population centre,Williams Lake,"Small population centre (1,000 to 29,999)",Core,British Columbia,BC,"Williams Lake, BC","Williams Lake, BC, Canada",10508
Population centre,Altona,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,MB,"Altona, MB","Altona, MB, Canada",4167
Population centre,Arborg,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,MB,"Arborg, MB","Arborg, MB, Canada",1222
Population centre,Beausejour,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,MB,"Beausejour, MB","Beausejour, MB, Canada",2895
Population centre,Blumenort,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,MB,"Blumenort, MB","Blumenort, MB, Canada",1675
Population centre,Boissevain,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,MB,"Boissevain, MB","Boissevain, MB, Canada",1656
Population centre,Brandon,"Medium population centre (30,000 to 99,999)",Core,Manitoba,MB,"Brandon, MB","Brandon, MB, Canada",48324
Population centre,Carberry,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,MB,"Carberry, MB","Carberry, MB, Canada",1682
Population centre,Carman,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,MB,"Carman, MB","Carman, MB, Canada",2980
Population centre,Cross Lake 19A,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,MB,"Cross Lake 19A, MB","Cross Lake 19A, MB, Canada",2018
Population centre,Dauphin,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,MB,"Dauphin, MB","Dauphin, MB, Canada",8095
Population centre,Flin Flon (Manitoba part),,,Manitoba,MB,"Flin Flon (Manitoba part), MB","Flin Flon (Manitoba part), MB, Canada",4648
Population centre,Gillam,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,MB,"Gillam, MB","Gillam, MB, Canada",1036
Population centre,Gimli,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,MB,"Gimli, MB","Gimli, MB, Canada",2246
Population centre,Grunthal,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,MB,"Grunthal, MB","Grunthal, MB, Canada",1680
Population centre,Ile des Chênes,"Small population centre (1,000 to 29,999)",Fringe,Manitoba,MB,"Ile des Chênes, MB","Ile des Chênes, MB, Canada",1528
Population centre,Killarney,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,MB,"Killarney, MB","Killarney, MB, Canada",2150
Population centre,La Salle,"Small population centre (1,000 to 29,999)",Fringe,Manitoba,MB,"La Salle, MB","La Salle, MB, Canada",1589
Population centre,Lac du Bonnet,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Manitoba,MB,"Lac du Bonnet, MB","Lac du Bonnet, MB, Canada",1089
Population centre,Landmark,"Small population centre (1,000 to 29,999)",Fringe,Manitoba,MB,"Landmark, MB","Landmark, MB, Canada",1237
Population centre,Lorette,"Small population centre (1,000 to 29,999)",Fringe,Manitoba,MB,"Lorette, MB","Lorette, MB, Canada",2904
